,has_null,wave,gender,age,age_o,d_age,race,same_race,importance_same_race,importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_o,sincere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,attractive_important,sincere_important,intelligence_important,funny_important,ambition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,expected_num_interested_in_me,expected_num_matches,like,guess_prob_liked,met,decision,decision_o,match
391,0,2,female,27.0,23.0,4,asian/pacific islander/asian-american,0,1.0,1.0,psychology,20.0,25.0,25.0,10.0,10.0,10.0,6.0,8.0,10.0,8.0,7.0,7.0,50.0,0.0,50.0,0.0,0.0,0.0,7.0,5.0,9.0,9.0,7.0,8.0,8.0,7.0,9.0,7.0,5.0,4.0,1.0,5.0,9.0,5.0,5.0,1.0,2.0,4.0,9.0,6.0,6.0,7.0,5.0,8.0,10.0,9.0,0.2,3.0,0.0,0.0,7.0,3.0,0.0,0,0,0
392,0,2,female,30.0,25.0,5,european/caucasian-american,0,4.0,8.0,educational psychology,25.0,20.0,25.0,20.0,10.0,0.0,6.0,10.0,10.0,8.0,5.0,3.0,30.0,20.0,30.0,10.0,0.0,10.0,6.0,8.0,6.0,8.0,8.0,6.0,8.0,7.0,10.0,7.0,4.0,4.0,6.0,10.0,7.0,8.0,6.0,6.0,8.0,6.0,10.0,10.0,8.0,8.0,6.0,6.0,7.0,9.0,-0.29,4.0,0.0,1.0,8.0,5.0,0.0,1,0,0
394,0,2,female,30.0,23.0,7,european/caucasian-american,0,4.0,8.0,educational psychology,20.0,25.0,20.0,15.0,10.0,10.0,6.0,10.0,10.0,8.0,10.0,6.0,30.0,20.0,30.0,10.0,0.0,10.0,6.0,8.0,6.0,8.0,8.0,6.0,8.0,6.0,6.0,6.0,5.0,4.0,6.0,10.0,7.0,8.0,6.0,6.0,8.0,6.0,10.0,10.0,8.0,8.0,6.0,6.0,7.0,9.0,0.77,4.0,0.0,1.0,5.0,3.0,0.0,0,0,0
395,0,2,female,30.0,24.0,6,european/caucasian-american,1,4.0,8.0,educational psychology,25.0,35.0,30.0,10.0,0.0,0.0,4.0,4.0,7.0,3.0,6.0,4.0,30.0,20.0,30.0,10.0,0.0,10.0,6.0,8.0,6.0,8.0,8.0,5.0,7.0,7.0,5.0,7.0,5.0,4.0,6.0,10.0,7.0,8.0,6.0,6.0,8.0,6.0,10.0,10.0,8.0,8.0,6.0,6.0,7.0,9.0,0.09,4.0,0.0,1.0,6.0,3.0,0.0,1,0,0
396,0,2,female,30.0,24.0,6,european/caucasian-american,1,4.0,8.0,educational psychology,25.0,15.0,25.0,25.0,15.0,15.0,6.0,7.0,7.0,6.0,6.0,8.0,30.0,20.0,30.0,10.0,0.0,10.0,6.0,8.0,6.0,8.0,8.0,5.0,6.0,6.0,2.0,5.0,7.0,4.0,6.0,10.0,7.0,8.0,6.0,6.0,8.0,6.0,10.0,10.0,8.0,8.0,6.0,6.0,7.0,9.0,-0.15,4.0,0.0,1.0,4.0,2.0,0.0,0,1,0
397,0,2,female,30.0,28.0,2,european/caucasian-american,1,4.0,8.0,educational psychology,25.0,15.0,25.0,15.0,0.0,20.0,6.0,5.0,7.0,5.0,7.0,5.0,30.0,20.0,30.0,10.0,0.0,10.0,6.0,8.0,6.0,8.0,8.0,6.0,6.0,7.0,3.0,7.0,3.0,4.0,6.0,10.0,7.0,8.0,6.0,6.0,8.0,6.0,10.0,10.0,8.0,8.0,6.0,6.0,7.0,9.0,-0.41,4.0,0.0,1.0,5.0,2.0,0.0,0,0,0
398,0,2,female,30.0,26.0,4,european/caucasian-american,1,4.0,8.0,educational psychology,20.0,35.0,20.0,10.0,10.0,5.0,6.0,8.0,7.0,8.0,8.0,8.0,30.0,20.0,30.0,10.0,0.0,10.0,6.0,8.0,6.0,8.0,8.0,8.0,7.0,9.0,5.0,6.0,4.0,4.0,6.0,10.0,7.0,8.0,6.0,6.0,8.0,6.0,10.0,10.0,8.0,8.0,6.0,6.0,7.0,9.0,-0.49,4.0,0.0,1.0,6.0,2.0,0.0,0,0,0
399,0,2,female,30.0,30.0,0,european/caucasian-american,1,4.0,8.0,educational psychology,20.0,20.0,25.0,25.0,5.0,5.0,5.0,6.0,7.0,6.0,6.0,3.0,30.0,20.0,30.0,10.0,0.0,10.0,6.0,8.0,6.0,8.0,8.0,4.0,5.0,6.0,7.0,7.0,4.0,4.0,6.0,10.0,7.0,8.0,6.0,6.0,8.0,6.0,10.0,10.0,8.0,8.0,6.0,6.0,7.0,9.0,-0.18,4.0,0.0,1.0,6.0,2.0,0.0,0,1,0
401,0,2,female,30.0,25.0,5,european/caucasian-american,0,4.0,8.0,educational psychology,20.0,20.0,20.0,20.0,5.0,15.0,7.0,7.0,8.0,8.0,8.0,7.0,30.0,20.0,30.0,10.0,0.0,10.0,6.0,8.0,6.0,8.0,8.0,6.0,7.0,8.0,5.0,7.0,5.0,4.0,6.0,10.0,7.0,8.0,6.0,6.0,8.0,6.0,10.0,10.0,8.0,8.0,6.0,6.0,7.0,9.0,-0.15,4.0,0.0,1.0,7.0,2.0,0.0,0,1,0
402,0,2,female,30.0,27.0,3,european/caucasian-american,0,4.0,8.0,educational psychology,35.0,10.0,20.0,15.0,10.0,10.0,6.0,8.0,8.0,8.0,8.0,5.0,30.0,20.0,30.0,10.0,0.0,10.0,6.0,8.0,6.0,8.0,8.0,7.0,9.0,7.0,7.0,10.0,5.0,4.0,6.0,10.0,7.0,8.0,6.0,6.0,8.0,6.0,10.0,10.0,8.0,8.0,6.0,6.0,7.0,9.0,-0.46,4.0,0.0,1.0,7.0,3.0,0.0,1,0,0
403,0,2,female,30.0,23.0,7,european/caucasian-american,1,4.0,8.0,educational psychology,25.0,10.0,35.0,15.0,0.0,15.0,6.0,9.0,8.0,6.0,5.0,4.0,30.0,20.0,30.0,10.0,0.0,10.0,6.0,8.0,6.0,8.0,8.0,7.0,5.0,9.0,1.0,9.0,2.0,4.0,6.0,10.0,7.0,8.0,6.0,6.0,8.0,6.0,10.0,10.0,8.0,8.0,6.0,6.0,7.0,9.0,0.3,4.0,0.0,1.0,3.0,1.0,0.0,0,0,0
404,0,2,female,30.0,21.0,9,european/caucasian-american,1,4.0,8.0,educational psychology,15.0,20.0,15.0,30.0,5.0,15.0,5.0,7.0,6.0,6.0,6.0,6.0,30.0,20.0,30.0,10.0,0.0,10.0,6.0,8.0,6.0,8.0,8.0,9.0,9.0,8.0,9.0,7.0,9.0,4.0,6.0,10.0,7.0,8.0,6.0,6.0,8.0,6.0,10.0,10.0,8.0,8.0,6.0,6.0,7.0,9.0,-0.22,4.0,0.0,1.0,8.0,4.0,0.0,1,0,0
405,0,2,female,30.0,28.0,2,european/caucasian-american,1,4.0,8.0,educational psychology,40.0,15.0,20.0,10.0,5.0,10.0,7.0,9.0,9.0,7.0,9.0,7.0,30.0,20.0,30.0,10.0,0.0,10.0,6.0,8.0,6.0,8.0,8.0,8.0,7.0,5.0,6.0,7.0,4.0,4.0,6.0,10.0,7.0,8.0,6.0,6.0,8.0,6.0,10.0,10.0,8.0,8.0,6.0,6.0,7.0,9.0,-0.24,4.0,0.0,1.0,6.0,3.0,0.0,0,0,0
406,0,2,female,30.0,28.0,2,european/caucasian-american,1,4.0,8.0,educational psychology,40.0,20.0,20.0,20.0,0.0,0.0,5.0,8.0,8.0,7.0,7.0,7.0,30.0,20.0,30.0,10.0,0.0,10.0,6.0,8.0,6.0,8.0,8.0,5.0,6.0,5.0,5.0,6.0,8.0,4.0,6.0,10.0,7.0,8.0,6.0,6.0,8.0,6.0,10.0,10.0,8.0,8.0,6.0,6.0,7.0,9.0,-0.29,4.0,0.0,1.0,5.0,2.0,0.0,0,0,0
407,0,2,female,30.0,23.0,7,european/caucasian-american,0,4.0,8.0,educational psychology,20.0,25.0,25.0,10.0,10.0,10.0,6.0,9.0,9.0,8.0,8.0,7.0,30.0,20.0,30.0,10.0,0.0,10.0,6.0,8.0,6.0,8.0,8.0,7.0,7.0,6.0,6.0,6.0,4.0,4.0,6.0,10.0,7.0,8.0,6.0,6.0,8.0,6.0,10.0,10.0,8.0,8.0,6.0,6.0,7.0,9.0,-0.15,4.0,0.0,1.0,5.0,2.0,0.0,0,0,0
410,0,2,female,21.0,23.0,2,asian/pacific islander/asian-american,1,2.0,2.0,applied maths/econs,20.0,25.0,20.0,15.0,10.0,10.0,6.0,9.0,7.0,6.0,6.0,3.0,30.0,5.0,30.0,15.0,15.0,5.0,7.0,7.0,7.0,7.0,8.0,5.0,4.0,5.0,6.0,7.0,6.0,7.0,6.0,6.0,7.0,4.0,4.0,5.0,4.0,7.0,7.0,6.0,9.0,10.0,7.0,7.0,7.0,7.0,0.35,6.0,5.0,2.0,5.0,5.0,0.0,0,0,0
412,0,2,female,21.0,24.0,3,asian/pacific islander/asian-american,0,2.0,2.0,applied maths/econs,25.0,15.0,25.0,25.0,15.0,15.0,8.0,7.0,8.0,7.0,6.0,6.0,30.0,5.0,30.0,15.0,15.0,5.0,7.0,7.0,7.0,7.0,8.0,4.0,6.0,5.0,4.0,5.0,3.0,7.0,6.0,6.0,7.0,4.0,4.0,5.0,4.0,7.0,7.0,6.0,9.0,10.0,7.0,7.0,7.0,7.0,-0.24,6.0,5.0,2.0,5.0,4.0,0.0,0,1,0
413,0,2,female,21.0,28.0,7,asian/pacific islander/asian-american,0,2.0,2.0,applied maths/econs,25.0,15.0,25.0,15.0,0.0,20.0,7.0,7.0,7.0,7.0,7.0,7.0,30.0,5.0,30.0,15.0,15.0,5.0,7.0,7.0,7.0,7.0,8.0,4.0,5.0,6.0,5.0,6.0,5.0,7.0,6.0,6.0,7.0,4.0,4.0,5.0,4.0,7.0,7.0,6.0,9.0,10.0,7.0,7.0,7.0,7.0,-0.05,6.0,5.0,2.0,5.0,3.0,0.0,0,1,0
415,0,2,female,21.0,30.0,9,asian/pacific islander/asian-american,0,2.0,2.0,applied maths/econs,20.0,20.0,25.0,25.0,5.0,5.0,5.0,6.0,7.0,7.0,7.0,6.0,30.0,5.0,30.0,15.0,15.0,5.0,7.0,7.0,7.0,7.0,8.0,3.0,3.0,5.0,3.0,5.0,3.0,7.0,6.0,6.0,7.0,4.0,4.0,5.0,4.0,7.0,7.0,6.0,9.0,10.0,7.0,7.0,7.0,7.0,0.12,6.0,5.0,2.0,5.0,4.0,0.0,0,1,0
416,0,2,female,21.0,22.0,1,asian/pacific islander/asian-american,0,2.0,2.0,applied maths/econs,30.0,15.0,25.0,25.0,5.0,0.0,7.0,7.0,7.0,5.0,5.0,3.0,30.0,5.0,30.0,15.0,15.0,5.0,7.0,7.0,7.0,7.0,8.0,5.0,4.0,3.0,3.0,2.0,2.0,7.0,6.0,6.0,7.0,4.0,4.0,5.0,4.0,7.0,7.0,6.0,9.0,10.0,7.0,7.0,7.0,7.0,0.43,6.0,5.0,2.0,4.0,4.0,0.0,0,1,0
417,0,2,female,21.0,25.0,4,asian/pacific islander/asian-american,1,2.0,2.0,applied maths/econs,20.0,20.0,20.0,20.0,5.0,15.0,8.0,8.0,7.0,6.0,7.0,6.0,30.0,5.0,30.0,15.0,15.0,5.0,7.0,7.0,7.0,7.0,8.0,7.0,8.0,8.0,7.0,8.0,6.0,7.0,6.0,6.0,7.0,4.0,4.0,5.0,4.0,7.0,7.0,6.0,9.0,10.0,7.0,7.0,7.0,7.0,-0.01,6.0,5.0,2.0,7.0,7.0,0.0,1,1,1
419,0,2,female,21.0,23.0,2,asian/pacific islander/asian-american,0,2.0,2.0,applied maths/econs,25.0,10.0,35.0,15.0,0.0,15.0,6.0,6.0,8.0,2.0,8.0,1.0,30.0,5.0,30.0,15.0,15.0,5.0,7.0,7.0,7.0,7.0,8.0,3.0,3.0,4.0,2.0,2.0,2.0,7.0,6.0,6.0,7.0,4.0,4.0,5.0,4.0,7.0,7.0,6.0,9.0,10.0,7.0,7.0,7.0,7.0,-0.19,6.0,5.0,2.0,3.0,3.0,0.0,0,0,0
420,0,2,female,21.0,21.0,0,asian/pacific islander/asian-american,0,2.0,2.0,applied maths/econs,15.0,20.0,15.0,30.0,5.0,15.0,6.0,6.0,6.0,5.0,5.0,5.0,30.0,5.0,30.0,15.0,15.0,5.0,7.0,7.0,7.0,7.0,8.0,4.0,4.0,5.0,4.0,5.0,3.0,7.0,6.0,6.0,7.0,4.0,4.0,5.0,4.0,7.0,7.0,6.0,9.0,10.0,7.0,7.0,7.0,7.0,0.35,6.0,5.0,2.0,4.0,3.0,0.0,0,0,0
421,0,2,female,21.0,28.0,7,asian/pacific islander/asian-american,0,2.0,2.0,applied maths/econs,40.0,15.0,20.0,10.0,5.0,10.0,8.0,8.0,8.0,8.0,8.0,7.0,30.0,5.0,30.0,15.0,15.0,5.0,7.0,7.0,7.0,7.0,8.0,5.0,4.0,6.0,3.0,7.0,3.0,7.0,6.0,6.0,7.0,4.0,4.0,5.0,4.0,7.0,7.0,6.0,9.0,10.0,7.0,7.0,7.0,7.0,0.24,6.0,5.0,2.0,5.0,4.0,0.0,0,1,0
424,0,2,female,25.0,25.0,0,european/caucasian-american,0,9.0,7.0,mathematics,25.0,20.0,25.0,20.0,10.0,0.0,5.0,6.0,6.0,5.0,7.0,3.0,20.0,23.0,23.0,22.0,7.0,5.0,8.0,9.0,9.0,9.0,7.0,6.0,8.0,9.0,7.0,7.0,8.0,9.0,7.0,9.0,8.0,8.0,8.0,5.0,6.0,9.0,7.0,9.0,8.0,8.0,7.0,7.0,8.0,3.0,-0.25,7.0,8.0,10.0,7.0,7.0,0.0,1,0,0
426,0,2,female,25.0,23.0,2,european/caucasian-american,0,9.0,7.0,mathematics,20.0,25.0,20.0,15.0,10.0,10.0,3.0,8.0,7.0,7.0,10.0,4.0,20.0,23.0,23.0,22.0,7.0,5.0,8.0,9.0,9.0,9.0,7.0,6.0,8.0,9.0,8.0,7.0,9.0,9.0,7.0,9.0,8.0,8.0,8.0,5.0,6.0,9.0,7.0,9.0,8.0,8.0,7.0,7.0,8.0,3.0,0.19,7.0,8.0,10.0,8.0,6.0,0.0,0,0,0
427,0,2,female,25.0,24.0,1,european/caucasian-american,1,9.0,7.0,mathematics,25.0,35.0,30.0,10.0,0.0,0.0,7.0,4.0,7.0,3.0,7.0,5.0,20.0,23.0,23.0,22.0,7.0,5.0,8.0,9.0,9.0,9.0,7.0,6.0,8.0,8.0,8.0,7.0,7.0,9.0,7.0,9.0,8.0,8.0,8.0,5.0,6.0,9.0,7.0,9.0,8.0,8.0,7.0,7.0,8.0,3.0,0.26,7.0,8.0,10.0,8.0,8.0,0.0,0,1,0
429,0,2,female,25.0,28.0,3,european/caucasian-american,1,9.0,7.0,mathematics,25.0,15.0,25.0,15.0,0.0,20.0,8.0,6.0,7.0,6.0,7.0,7.0,20.0,23.0,23.0,22.0,7.0,5.0,8.0,9.0,9.0,9.0,7.0,7.0,8.0,9.0,7.0,8.0,9.0,9.0,7.0,9.0,8.0,8.0,8.0,5.0,6.0,9.0,7.0,9.0,8.0,8.0,7.0,7.0,8.0,3.0,-0.01,7.0,8.0,10.0,8.0,8.0,0.0,1,1,1
430,0,2,female,25.0,26.0,1,european/caucasian-american,1,9.0,7.0,mathematics,20.0,35.0,20.0,10.0,10.0,5.0,8.0,8.0,8.0,6.0,9.0,8.0,20.0,23.0,23.0,22.0,7.0,5.0,8.0,9.0,9.0,9.0,7.0,8.0,8.0,9.0,9.0,8.0,10.0,9.0,7.0,9.0,8.0,8.0,8.0,5.0,6.0,9.0,7.0,9.0,8.0,8.0,7.0,7.0,8.0,3.0,0.01,7.0,8.0,10.0,8.0,8.0,0.0,1,1,1
431,0,2,female,25.0,30.0,5,european/caucasian-american,1,9.0,7.0,mathematics,20.0,20.0,25.0,25.0,5.0,5.0,7.0,5.0,6.0,5.0,6.0,4.0,20.0,23.0,23.0,22.0,7.0,5.0,8.0,9.0,9.0,9.0,7.0,5.0,6.0,8.0,8.0,7.0,8.0,9.0,7.0,9.0,8.0,8.0,8.0,5.0,6.0,9.0,7.0,9.0,8.0,8.0,7.0,7.0,8.0,3.0,-0.21,7.0,8.0,10.0,6.0,8.0,0.0,0,1,0
432,0,2,female,25.0,22.0,3,european/caucasian-american,1,9.0,7.0,mathematics,30.0,15.0,25.0,25.0,5.0,0.0,7.0,7.0,8.0,5.0,5.0,4.0,20.0,23.0,23.0,22.0,7.0,5.0,8.0,9.0,9.0,9.0,7.0,8.0,8.0,7.0,8.0,7.0,6.0,9.0,7.0,9.0,8.0,8.0,8.0,5.0,6.0,9.0,7.0,9.0,8.0,8.0,7.0,7.0,8.0,3.0,0.45,7.0,8.0,10.0,7.0,7.0,0.0,1,0,0
433,0,2,female,25.0,25.0,0,european/caucasian-american,0,9.0,7.0,mathematics,20.0,20.0,20.0,20.0,5.0,15.0,8.0,8.0,10.0,5.0,6.0,5.0,20.0,23.0,23.0,22.0,7.0,5.0,8.0,9.0,9.0,9.0,7.0,7.0,9.0,9.0,9.0,9.0,10.0,9.0,7.0,9.0,8.0,8.0,8.0,5.0,6.0,9.0,7.0,9.0,8.0,8.0,7.0,7.0,8.0,3.0,0.18,7.0,8.0,10.0,8.0,8.0,0.0,1,1,1
435,0,2,female,25.0,23.0,2,european/caucasian-american,1,9.0,7.0,mathematics,25.0,10.0,35.0,15.0,0.0,15.0,8.0,4.0,8.0,1.0,7.0,1.0,20.0,23.0,23.0,22.0,7.0,5.0,8.0,9.0,9.0,9.0,7.0,8.0,8.0,6.0,6.0,7.0,6.0,9.0,7.0,9.0,8.0,8.0,8.0,5.0,6.0,9.0,7.0,9.0,8.0,8.0,7.0,7.0,8.0,3.0,0.09,7.0,8.0,10.0,7.0,5.0,0.0,1,0,0
436,0,2,female,25.0,21.0,4,european/caucasian-american,1,9.0,7.0,mathematics,15.0,20.0,15.0,30.0,5.0,15.0,7.0,7.0,8.0,6.0,6.0,5.0,20.0,23.0,23.0,22.0,7.0,5.0,8.0,9.0,9.0,9.0,7.0,6.0,7.0,10.0,7.0,7.0,9.0,9.0,7.0,9.0,8.0,8.0,8.0,5.0,6.0,9.0,7.0,9.0,8.0,8.0,7.0,7.0,8.0,3.0,0.43,7.0,8.0,10.0,7.0,8.0,0.0,0,1,0
437,0,2,female,25.0,28.0,3,european/caucasian-american,1,9.0,7.0,mathematics,40.0,15.0,20.0,10.0,5.0,10.0,8.0,7.0,8.0,8.0,8.0,6.0,20.0,23.0,23.0,22.0,7.0,5.0,8.0,9.0,9.0,9.0,7.0,8.0,8.0,8.0,8.0,8.0,6.0,9.0,7.0,9.0,8.0,8.0,8.0,5.0,6.0,9.0,7.0,9.0,8.0,8.0,7.0,7.0,8.0,3.0,-0.2,7.0,8.0,10.0,8.0,7.0,0.0,1,1,1
438,0,2,female,25.0,28.0,3,european/caucasian-american,1,9.0,7.0,mathematics,40.0,20.0,20.0,20.0,0.0,0.0,8.0,8.0,9.0,7.0,8.0,7.0,20.0,23.0,23.0,22.0,7.0,5.0,8.0,9.0,9.0,9.0,7.0,6.0,8.0,8.0,6.0,7.0,9.0,9.0,7.0,9.0,8.0,8.0,8.0,5.0,6.0,9.0,7.0,9.0,8.0,8.0,7.0,7.0,8.0,3.0,-0.29,7.0,8.0,10.0,7.0,8.0,0.0,0,1,0
439,0,2,female,25.0,23.0,2,european/caucasian-american,0,9.0,7.0,mathematics,20.0,25.0,25.0,10.0,10.0,10.0,8.0,8.0,8.0,9.0,9.0,8.0,20.0,23.0,23.0,22.0,7.0,5.0,8.0,9.0,9.0,9.0,7.0,6.0,8.0,8.0,8.0,8.0,6.0,9.0,7.0,9.0,8.0,8.0,8.0,5.0,6.0,9.0,7.0,9.0,8.0,8.0,7.0,7.0,8.0,3.0,0.33,7.0,8.0,10.0,8.0,8.0,0.0,0,1,0
440,0,2,female,26.0,25.0,1,european/caucasian-american,0,7.0,8.0,statistics,25.0,20.0,25.0,20.0,10.0,0.0,5.0,8.0,9.0,7.0,8.0,4.0,20.0,25.0,20.0,15.0,15.0,5.0,8.0,7.0,8.0,8.0,6.0,2.0,5.0,2.0,3.0,1.0,3.0,6.0,1.0,4.0,6.0,7.0,7.0,7.0,1.0,3.0,9.0,1.0,9.0,6.0,6.0,7.0,5.0,1.0,-0.04,6.0,8.0,0.0,2.0,5.0,0.0,0,0,0
443,0,2,female,26.0,24.0,2,european/caucasian-american,1,7.0,8.0,statistics,25.0,35.0,30.0,10.0,0.0,0.0,6.0,5.0,5.0,4.0,5.0,4.0,20.0,25.0,20.0,15.0,15.0,5.0,8.0,7.0,8.0,8.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,4.0,6.0,7.0,7.0,7.0,1.0,3.0,9.0,1.0,9.0,6.0,6.0,7.0,5.0,1.0,0.05,6.0,8.0,0.0,1.0,6.0,0.0,0,1,0
445,0,2,female,26.0,28.0,2,european/caucasian-american,1,7.0,8.0,statistics,25.0,15.0,25.0,15.0,0.0,20.0,7.0,7.0,8.0,7.0,7.0,7.0,20.0,25.0,20.0,15.0,15.0,5.0,8.0,7.0,8.0,8.0,6.0,2.0,2.0,5.0,2.0,8.0,4.0,6.0,1.0,4.0,6.0,7.0,7.0,7.0,1.0,3.0,9.0,1.0,9.0,6.0,6.0,7.0,5.0,1.0,-0.06,6.0,8.0,0.0,3.0,5.0,0.0,0,1,0
446,0,2,female,26.0,26.0,0,european/caucasian-american,1,7.0,8.0,statistics,20.0,35.0,20.0,10.0,10.0,5.0,6.0,7.0,8.0,6.0,9.0,7.0,20.0,25.0,20.0,15.0,15.0,5.0,8.0,7.0,8.0,8.0,6.0,2.0,5.0,4.0,3.0,4.0,2.0,6.0,1.0,4.0,6.0,7.0,7.0,7.0,1.0,3.0,9.0,1.0,9.0,6.0,6.0,7.0,5.0,1.0,0.29,6.0,8.0,0.0,3.0,5.0,0.0,0,0,0
447,0,2,female,26.0,30.0,4,european/caucasian-american,1,7.0,8.0,statistics,20.0,20.0,25.0,25.0,5.0,5.0,6.0,6.0,6.0,5.0,8.0,4.0,20.0,25.0,20.0,15.0,15.0,5.0,8.0,7.0,8.0,8.0,6.0,1.0,3.0,5.0,1.0,2.0,1.0,6.0,1.0,4.0,6.0,7.0,7.0,7.0,1.0,3.0,9.0,1.0,9.0,6.0,6.0,7.0,5.0,1.0,0.16,6.0,8.0,0.0,1.0,6.0,1.0,0,1,0
448,0,2,female,26.0,22.0,4,european/caucasian-american,1,7.0,8.0,statistics,30.0,15.0,25.0,25.0,5.0,0.0,6.0,8.0,7.0,7.0,9.0,4.0,20.0,25.0,20.0,15.0,15.0,5.0,8.0,7.0,8.0,8.0,6.0,3.0,1.0,2.0,2.0,2.0,3.0,6.0,1.0,4.0,6.0,7.0,7.0,7.0,1.0,3.0,9.0,1.0,9.0,6.0,6.0,7.0,5.0,1.0,0.28,6.0,8.0,0.0,2.0,5.0,0.0,0,0,0
449,0,2,female,26.0,25.0,1,european/caucasian-american,0,7.0,8.0,statistics,20.0,20.0,20.0,20.0,5.0,15.0,8.0,8.0,7.0,7.0,10.0,5.0,20.0,25.0,20.0,15.0,15.0,5.0,8.0,7.0,8.0,8.0,6.0,4.0,5.0,8.0,8.0,10.0,8.0,6.0,1.0,4.0,6.0,7.0,7.0,7.0,1.0,3.0,9.0,1.0,9.0,6.0,6.0,7.0,5.0,1.0,0.0,6.0,8.0,0.0,8.0,5.0,1.0,1,1,1
451,0,2,female,26.0,23.0,3,european/caucasian-american,1,7.0,8.0,statistics,25.0,10.0,35.0,15.0,0.0,15.0,5.0,6.0,8.0,5.0,5.0,2.0,20.0,25.0,20.0,15.0,15.0,5.0,8.0,7.0,8.0,8.0,6.0,5.0,2.0,6.0,2.0,5.0,4.0,6.0,1.0,4.0,6.0,7.0,7.0,7.0,1.0,3.0,9.0,1.0,9.0,6.0,6.0,7.0,5.0,1.0,-0.47,6.0,8.0,0.0,5.0,6.0,0.0,1,1,1
452,0,2,female,26.0,21.0,5,european/caucasian-american,1,7.0,8.0,statistics,15.0,20.0,15.0,30.0,5.0,15.0,6.0,6.0,6.0,7.0,5.0,5.0,20.0,25.0,20.0,15.0,15.0,5.0,8.0,7.0,8.0,8.0,6.0,1.0,5.0,5.0,2.0,5.0,2.0,6.0,1.0,4.0,6.0,7.0,7.0,7.0,1.0,3.0,9.0,1.0,9.0,6.0,6.0,7.0,5.0,1.0,-0.15,6.0,8.0,0.0,3.0,6.0,0.0,0,1,0
453,0,2,female,26.0,28.0,2,european/caucasian-american,1,7.0,8.0,statistics,40.0,15.0,20.0,10.0,5.0,10.0,7.0,8.0,8.0,7.0,8.0,6.0,20.0,25.0,20.0,15.0,15.0,5.0,8.0,7.0,8.0,8.0,6.0,9.0,8.0,8.0,5.0,6.0,7.0,6.0,1.0,4.0,6.0,7.0,7.0,7.0,1.0,3.0,9.0,1.0,9.0,6.0,6.0,7.0,5.0,1.0,0.77,6.0,8.0,0.0,7.0,6.0,0.0,1,0,0
454,0,2,female,26.0,28.0,2,european/caucasian-american,1,7.0,8.0,statistics,40.0,20.0,20.0,20.0,0.0,0.0,9.0,8.0,7.0,6.0,7.0,6.0,20.0,25.0,20.0,15.0,15.0,5.0,8.0,7.0,8.0,8.0,6.0,3.0,4.0,6.0,4.0,5.0,2.0,6.0,1.0,4.0,6.0,7.0,7.0,7.0,1.0,3.0,9.0,1.0,9.0,6.0,6.0,7.0,5.0,1.0,0.83,6.0,8.0,0.0,4.0,5.0,0.0,0,0,0
455,0,2,female,26.0,23.0,3,european/caucasian-american,0,7.0,8.0,statistics,20.0,25.0,25.0,10.0,10.0,10.0,6.0,9.0,9.0,8.0,9.0,7.0,20.0,25.0,20.0,15.0,15.0,5.0,8.0,7.0,8.0,8.0,6.0,5.0,6.0,8.0,6.0,8.0,4.0,6.0,1.0,4.0,6.0,7.0,7.0,7.0,1.0,3.0,9.0,1.0,9.0,6.0,6.0,7.0,5.0,1.0,-0.12,6.0,8.0,0.0,5.0,5.0,0.0,0,1,0
456,0,2,female,27.0,25.0,2,european/caucasian-american,0,5.0,8.0,organizational psychology,25.0,20.0,25.0,20.0,10.0,0.0,4.0,6.0,8.0,7.0,6.0,3.0,10.0,10.0,30.0,25.0,10.0,15.0,7.0,8.0,7.0,9.0,5.0,2.0,4.0,5.0,4.0,4.0,3.0,6.0,4.0,6.0,10.0,9.0,8.0,7.0,6.0,7.0,5.0,6.0,10.0,7.0,8.0,7.0,4.0,9.0,0.13,7.0,3.0,6.0,3.0,6.0,0.0,0,0,0
459,0,2,female,27.0,24.0,3,european/caucasian-american,1,5.0,8.0,organizational psychology,25.0,35.0,30.0,10.0,0.0,0.0,4.0,6.0,7.0,3.0,6.0,4.0,10.0,10.0,30.0,25.0,10.0,15.0,7.0,8.0,7.0,9.0,5.0,4.0,7.0,8.0,2.0,6.0,2.0,6.0,4.0,6.0,10.0,9.0,8.0,7.0,6.0,7.0,5.0,6.0,10.0,7.0,8.0,7.0,4.0,9.0,-0.02,7.0,3.0,6.0,3.0,2.0,0.0,0,0,0
460,0,2,female,27.0,24.0,3,european/caucasian-american,1,5.0,8.0,organizational psychology,25.0,15.0,25.0,25.0,15.0,15.0,5.0,5.0,6.0,5.0,7.0,5.0,10.0,10.0,30.0,25.0,10.0,15.0,7.0,8.0,7.0,9.0,5.0,7.0,6.0,8.0,6.0,9.0,6.0,6.0,4.0,6.0,10.0,9.0,8.0,7.0,6.0,7.0,5.0,6.0,10.0,7.0,8.0,7.0,4.0,9.0,0.31,7.0,3.0,6.0,7.0,7.0,0.0,1,1,1
